TEAM_ID,TIME_STAMPING, PACKET_COUNT, ALTITUDE, PRESSURE, TEMPERATURE, VOLTAGE, GNSS_TIME, GNSS_LATITUDE, GNSS_LONGITUDE, GNSS_ALTITUDE, GNSS_SATS, ACCEL_R, ACCEL_P, ACCEL_Y, GYRO_R, GYRO_P, GYRO_Y, STATE,CMD_ECHO
041, 13:15:28,87,14.2,96338,24.3,7.04, 13:15:28,19.2225,72.9263,194.4,4,71.19,55.56,89.14,-126.15,30.77,38.38,ASCENT, CXON
041, 13:15:29,88,15.4,96324,24.2,7.03, 13:15:29,19.2222,72.9261,195.6,4,70.59,19.88,30.33,-94.9,-156.36,-55.28,ASCENT, CXON
041, 13:15:30,89,16.6,96310,24.2,7.03, 13:15:30,19.2221,72.9259,196.8,4,135.43,9.61,-87.35,-127.56,-33.51,16.04,ASCENT, CXON
041, 13:15:31,90,17.7,96298,24.2,7.02, 13:15:31,19.2218,72.9261,197.9,4,89.17,-43.34,-38.48,145.02,-60.04,21.29,ASCENT, CXON
041, 13:15:32,91,18.9,96284,24.2,7.02, 13:15:32,19.2222,72.9266,199.1,4,83.65,-60.56,45.61,-94.83,-158.12,128.52,ASCENT, CXON
041, 13:15:33,92,20.1,96270,24.2,7.02, 13:15:33,19.2222,72.9270,200.3,4,95.31,-67.49,-97.03,16.5,45.01,131.13,ASCENT, CXON
041, 13:15:34,93,21.3,96257,24.2,7.02, 13:15:34,19.2221,72.9271,201.5,4,57.51,-43.34,4.23,136.16,-125.19,-3.04,ASCENT, CXON
041, 13:15:35,94,22.5,96243,24.2,7.02, 13:15:35,19.2219,72.9268,202.7,4,153.17,95.11,-3.45,-142.92,136.37,-35.87,ASCENT, CXON
041, 13:15:36,95,23.7,96229,24.2,7.02, 13:15:36,19.2222,72.9265,203.9,4,134.3,-55.58,-19.1,110.83,105.34,-101.45,ASCENT, CXON
041, 13:15:37,96,24.8,96217,24.2,7.02, 13:15:37,19.2223,72.9264,205.0,4,54.77,-50.59,44.98,127.13,-146.85,19.95,ASCENT, CXON
041, 13:15:38,97,26.0,96203,24.2,7.01, 13:15:38,19.2227,72.9261,206.2,4,111.94,10.01,25.41,-62.01,-25.58,26.44,ASCENT, CXON
041, 13:15:39,98,27.2,96189,24.2,7.01, 13:15:39,19.2227,72.9261,207.4,4,42.81,23.78,-2.1,-84.72,84.34,89.59,ASCENT, CXON
041, 13:15:40,99,28.4,96176,24.2,7.0, 13:15:40,19.2227,72.9258,208.6,4,55.41,-13.88,-81.66,-18.57,3.25,-146.95,ASCENT, CXON
041, 13:15:41,100,29.6,96162,24.2,7.0, 13:15:41,19.2230,72.9261,209.8,4,101.38,-89.15,0.78,-39.08,144.28,-116.42,ASCENT, CXON
041, 13:15:42,101,30.8,96148,24.2,7.0, 13:15:42,19.2233,72.9264,211.0,4,63.24,96.35,-1.63,146.12,133.13,-107.16,ASCENT, CXON
041, 13:15:43,102,31.9,96136,24.2,7.0, 13:15:43,19.2230,72.9263,212.1,4,130.74,-68.25,79.31,-72.0,101.0,-114.06,ASCENT, CXON
041, 13:15:44,103,33.1,96122,24.2,7.0, 13:15:44,19.2228,72.9261,213.3,4,100.72,-36.18,-92.63,-101.73,-108.41,139.65,ASCENT, CXON
041, 13:15:45,104,34.3,96108,24.3,7.0, 13:15:45,19.2226,72.9264,214.5,4,53.81,6.14,27.26,-44.87,119.34,17.66,ASCENT, CXON
041, 13:15:46,105,35.5,96095,24.3,7.0, 13:15:46,19.2223,72.9269,215.7,4,115.57,-21.15,59.53,-75.28,156.96,24.76,ASCENT, CXON
041, 13:15:47,106,36.7,96081,24.2,7.0, 13:15:47,19.2223,72.9267,216.9,4,129.23,-90.34,63.96,-78.83,44.56,154.9,ASCENT, CXON
041, 13:15:48,107,37.9,96067,24.2,7.0, 13:15:48,19.2222,72.9263,218.1,4,44.06,-70.13,23.21,-21.69,4.06,126.57,ASCENT, CXON
041, 13:15:49,108,39.0,96055,24.2,7.0, 13:15:49,19.2224,72.9259,219.2,4,40.31,-29.01,-78.73,-45.71,-88.24,26.75,ASCENT, CXON
041, 13:15:50,109,40.2,96041,24.2,6.99, 13:15:50,19.2226,72.9259,220.4,4,56.17,87.32,-51.28,-112.22,-129.34,44.23,ASCENT, CXON
041, 13:15:51,110,41.4,96027,24.2,6.99, 13:15:51,19.2226,72.9257,221.6,4,41.38,28.99,12.47,-47.89,46.59,-18.0,ASCENT, CXON
041, 13:15:52,111,42.6,96014,24.3,6.99, 13:15:52,19.2224,72.9261,222.8,4,45.28,6.31,-18.8,-83.95,-141.32,89.24,ASCENT, CXON
041, 13:15:53,112,43.8,96000,24.2,6.99, 13:15:53,19.2228,72.9258,224.0,4,63.94,21.62,1.39,45.3,100.28,-104.12,ASCENT, CXON
041, 13:15:54,113,44.9,95987,24.2,6.99, 13:15:54,19.2224,72.9262,225.1,4,133.96,43.08,-98.73,110.22,78.46,-11.12,ASCENT, CXON
041, 13:15:55,114,46.1,95974,24.2,6.98, 13:15:55,19.2222,72.9259,226.3,4,67.88,-92.24,-32.9,79.89,62.43,110.51,ASCENT, CXON
041, 13:15:56,115,47.3,95960,24.2,6.98, 13:15:56,19.2223,72.9259,227.5,4,134.61,4.65,-46.94,45.44,148.85,-90.56,ASCENT, CXON
041, 13:15:57,116,48.5,95946,24.3,6.97, 13:15:57,19.2221,72.9257,228.7,4,129.27,88.94,49.23,-55.4,121.65,-54.86,ASCENT, CXON
041, 13:15:58,117,49.7,95933,24.2,6.98, 13:15:58,19.2223,72.9259,229.9,4,119.83,95.8,-6.1,108.71,63.24,114.41,ASCENT, CXON
041, 13:15:59,118,50.9,95919,24.2,6.97, 13:15:59,19.2224,72.9258,231.1,4,65.44,24.52,-84.44,131.45,-113.73,-151.39,ASCENT, CXON
041, 13:16:00,119,52.0,95907,24.2,6.98, 13:16:00,19.2223,72.9255,232.2,4,43.45,-91.67,38.53,42.84,63.04,75.77,ASCENT, CXON
041, 13:16:01,120,53.2,95893,24.1,6.97, 13:16:01,19.2222,72.9258,233.4,4,138.35,78.26,-86.81,117.69,132.61,142.18,ASCENT, CXON
041, 13:16:02,121,54.4,95879,24.1,6.97, 13:16:02,19.2219,72.9254,234.6,4,141.73,62.4,26.83,104.02,42.09,-68.04,ASCENT, CXON
041, 13:16:03,122,55.6,95866,24.0,6.96, 13:16:03,19.2222,72.9252,235.8,4,78.3,-15.25,-95.82,-77.86,-69.57,69.04,ASCENT, CXON
041, 13:16:04,123,56.8,95852,24.0,6.96, 13:16:04,19.2227,72.9253,237.0,4,142.17,23.66,-93.8,-27.87,-20.34,87.37,ASCENT, CXON
041, 13:16:05,124,57.9,95839,24.0,6.96, 13:16:05,19.2228,72.9251,238.1,4,143.47,-81.82,63.96,-105.48,-159.58,-95.35,ASCENT, CXON
041, 13:16:06,125,59.1,95826,24.0,6.96, 13:16:06,19.2224,72.9251,239.3,4,98.98,59.35,-63.1,-1.73,-48.9,106.19,ASCENT, CXON
041, 13:16:07,126,60.3,95812,24.0,6.96, 13:16:07,19.2223,72.9249,240.5,4,123.94,-0.34,-78.02,43.69,-134.12,92.13,ASCENT, CXON
041, 13:16:08,127,61.5,95798,24.0,6.96, 13:16:08,19.2225,72.9248,241.7,4,88.15,-21.08,78.08,-132.42,124.3,-151.94,ASCENT, CXON
041, 13:16:09,128,62.7,95785,24.0,6.96, 13:16:09,19.2229,72.9249,242.9,4,85.52,76.8,-53.28,-12.51,10.09,81.43,ASCENT, CXON
041, 13:16:10,129,63.9,95771,24.0,6.96, 13:16:10,19.2228,72.9248,244.1,4,58.64,68.62,32.42,77.44,-105.74,-19.58,ASCENT, CXON
041, 13:16:11,130,65.0,95759,24.0,6.96, 13:16:11,19.2225,72.9248,245.2,4,146.22,-52.41,-61.69,-63.52,65.01,109.97,ASCENT, CXON
041, 13:16:12,131,66.2,95745,24.0,6.95, 13:16:12,19.2223,72.9247,246.4,4,102.66,-67.82,-34.38,-99.43,152.05,73.19,ASCENT, CXON
041, 13:16:13,132,67.4,95731,23.9,6.95, 13:16:13,19.2220,72.9246,247.6,4,158.06,58.98,46.66,-20.82,-97.22,44.15,ASCENT, CXON
041, 13:16:14,133,68.6,95718,23.9,6.95, 13:16:14,19.2219,72.9242,248.8,4,87.88,58.2,38.69,0.16,42.36,-11.75,ASCENT, CXON
041, 13:16:15,134,69.8,95704,23.9,6.95, 13:16:15,19.2219,72.9245,250.0,4,148.96,-13.99,14.8,79.71,-25.23,-86.86,ASCENT, CXON
041, 13:16:16,135,70.9,95692,23.9,6.95, 13:16:16,19.2222,72.9247,251.1,4,142.29,35.92,28.31,-14.75,-59.84,41.05,ASCENT, CXON
041, 13:16:17,136,72.1,95678,23.8,6.94, 13:16:17,19.2225,72.9249,252.3,4,115.55,-49.99,-15.28,-14.34,38.9,-29.01,ASCENT, CXON
041, 13:16:18,137,73.3,95664,23.9,6.94, 13:16:18,19.2223,72.9251,253.5,4,133.38,-22.26,-2.03,151.88,-147.79,13.88,ASCENT, CXON
041, 13:16:19,138,74.5,95651,23.8,6.94, 13:16:19,19.2227,72.9252,254.7,4,52.13,14.91,8.21,69.53,3.9,44.56,ASCENT, CXON
041, 13:16:20,139,75.7,95637,23.8,6.94, 13:16:20,19.2227,72.9257,255.9,4,65.21,36.87,-21.5,84.06,-120.83,155.03,ASCENT, CXON
041, 13:16:21,140,76.8,95625,23.8,6.94, 13:16:21,19.2225,72.9257,257.0,4,41.6,-16.28,-15.89,63.44,-47.32,-75.15,ASCENT, CXON
041, 13:16:22,141,78.0,95611,23.8,6.94, 13:16:22,19.2229,72.9258,258.2,4,66.27,60.3,-21.61,-92.16,-118.62,88.51,ASCENT, CXON
041, 13:16:23,142,79.2,95597,23.8,6.94, 13:16:23,19.2229,72.9259,259.4,4,67.12,92.77,-29.37,44.41,102.0,101.18,ASCENT, CXON
041, 13:16:24,143,80.4,95584,23.8,6.93, 13:16:24,19.2230,72.9256,260.6,4,140.05,-29.05,70.13,-74.42,-39.63,-78.86,ASCENT, CXON
041, 13:16:25,144,81.6,95570,23.8,6.93, 13:16:25,19.2226,72.9258,261.8,4,73.75,-51.01,-39.64,-6.54,-22.88,43.94,ASCENT, CXON
041, 13:16:26,145,82.7,95558,23.8,6.92, 13:16:26,19.2230,72.9262,262.9,4,46.85,65.58,81.16,90.89,-115.07,106.02,ASCENT, CXON
041, 13:16:27,146,83.9,95544,23.8,6.92, 13:16:27,19.2226,72.9267,264.1,4,118.71,-49.99,-79.7,-114.33,-85.23,88.42,ASCENT, CXON
041, 13:16:28,147,85.1,95530,23.8,6.91, 13:16:28,19.2230,72.9270,265.3,4,60.15,78.23,21.67,90.01,53.91,126.05,ASCENT, CXON
041, 13:16:29,148,86.3,95517,23.8,6.91, 13:16:29,19.2228,72.9272,266.5,4,103.7,48.38,-12.28,122.46,17.62,-75.36,ASCENT, CXON
041, 13:16:30,149,87.5,95503,23.8,6.91, 13:16:30,19.2228,72.9269,267.7,4,96.05,-71.12,-1.73,-0.58,12.65,116.12,ASCENT, CXON
041, 13:16:31,150,88.6,95491,23.7,6.91, 13:16:31,19.2228,72.9270,268.8,4,119.84,68.11,-25.01,-25.98,147.4,-135.87,ASCENT, CXON
041, 13:16:32,151,89.8,95477,23.7,6.91, 13:16:32,19.2224,72.9271,270.0,4,121.91,86.3,-33.91,154.15,3.4,-4.9,ASCENT, CXON
041, 13:16:33,152,91.0,95463,23.8,6.9, 13:16:33,19.2226,72.9273,271.2,4,80.63,72.34,-26.77,-8.15,8.17,86.58,ASCENT, CXON
041, 13:16:34,153,92.2,95450,23.7,6.9, 13:16:34,19.2226,72.9274,272.4,4,139.21,-41.42,65.55,-30.81,1.2,-73.06,ASCENT, CXON
041, 13:16:35,154,93.4,95436,23.7,6.9, 13:16:35,19.2228,72.9277,273.6,4,79.71,-36.58,-40.16,27.66,43.14,90.95,ASCENT, CXON
041, 13:16:36,155,94.5,95424,23.7,6.9, 13:16:36,19.2232,72.9278,274.7,4,45.96,-39.92,-98.76,-99.22,134.86,34.78,ASCENT, CXON
041, 13:16:37,156,95.7,95410,23.7,6.9, 13:16:37,19.2236,72.9280,275.9,4,114.0,25.36,39.28,30.82,57.91,-92.0,ASCENT, CXON
